???? ????? ??( 20220804 ?? ),,,,,,,
"?? : ????, ??? : ??(? / ? / ?)",,,,,,,
?? : 2014? 07 ? ~ 2014? 12?,,,,,,,
??,??,???,????,????(?),???(kWh),????(?),??????(?/kWh)
201408,????,???,???,"1,547 ","2,639,234 ","419,639,610 ",159 
201408,????,???,???,"4,422 ","798,421 ","103,999,802 ",130.3 
201408,????,???,??,"7,458 ","4,496,679 ","642,990,738 ",143 
201408,????,???,???,"6,658 ","571,086 ","64,847,195 ",113.6 
201408,????,???,???,43 ,"561,070 ","79,682,734 ",142 
201408,????,???,???,"5,033 ","3,090,379 ","146,323,821 ",47.3 
201408,????,???,???,730 ,"12,407,175 ","2,213,769,082 ",178.4 
201408,????,???,? ?,"2,789 ","1,453,976 ","83,416,714 ",57.4 
201408,????,???,???,"5,118 ","11,921,882 ","1,783,033,060 ",149.6 
201408,????,???,???,"27,529 ","5,902,358 ","742,628,748 ",125.8 
201408,????,???,??,"47,900 ","35,907,926 ","5,113,701,354 ",142.4 
201408,????,???,???,"8,150 ","523,932 ","60,791,784 ",116 
201408,????,???,???,42 ,"290,200 ","47,757,519 ",164.6 
201408,????,???,???,"19,659 ","12,849,590 ","536,021,543 ",41.7 
201408,????,???,???,821 ,"8,589,751 ","1,156,534,916 ",134.6 
201408,????,???,? ?,"2,833 ","809,978 ","45,718,475 ",56.4 
201408,????,???,???,"4,208 ","5,883,623 ","917,024,807 ",155.9 
201408,????,???,???,"30,341 ","5,518,801 ","664,835,233 ",120.5 
201408,????,???,??,"66,054 ","34,465,875 ","3,428,684,277 ",99.5 
201408,????,???,???,"7,242 ","673,391 ","78,425,848 ",116.5 
201408,????,???,???,29 ,"313,513 ","47,881,445 ",152.7 
201408,????,???,???,"15,735 ","15,319,777 ","686,847,219 ",44.8 
201408,????,???,???,608 ,"7,733,241 ","1,010,974,012 ",130.7 
201408,????,???,? ?,"2,292 ","791,840 ","43,935,241 ",55.5 
201408,????,???,???,"3,668 ","6,680,069 ","998,169,849 ",149.4 
201408,????,???,???,"22,697 ","4,227,560 ","581,221,904 ",137.5 
201408,????,???,??,"52,271 ","35,739,391 ","3,447,455,518 ",96.5 
201408,????,???,???,"4,836 ","417,960 ","48,445,956 ",115.9 
201408,????,???,???,23 ,"184,714 ","30,567,469 ",165.5 
201408,????,???,???,"11,219 ","2,938,714 ","158,444,218 ",53.9 
201408,????,???,???,384 ,"1,558,984 ","219,406,685 ",140.7 
201408,????,???,? ?,"1,812 ","733,525 ","39,799,472 ",54.3 
201408,????,???,???,"2,749 ","3,970,323 ","612,593,879 ",154.3 
201408,????,???,???,"14,489 ","2,558,195 ","301,853,085 ",118 
201408,????,???,??,"35,512 ","12,362,415 ","1,411,110,764 ",114.1 
201408,????,???,???,"6,928 ","1,151,494 ","141,131,074 ",122.6 
201408,????,???,???,58 ,"1,035,496 ","148,862,574 ",143.8 
201408,????,???,???,"7,302 ","5,153,441 ","247,934,167 ",48.1 
201408,????,???,???,"2,809 ","115,507,853 ","14,196,859,746 ",122.9 
201408,????,???,? ?,"3,145 ","1,101,266 ","60,794,975 ",55.2 
201408,????,???,???,"9,502 ","24,351,133 ","3,398,828,471 ",139.6 
201408,????,???,???,"44,014 ","12,970,674 ","1,625,391,630 ",125.3 
201408,????,???,??,"73,758 ","161,271,357 ","19,819,802,637 ",122.9 
201408,????,???,???,"14,269 ","2,970,519 ","356,445,041 ",120 
201408,????,???,???,219 ,"11,612,381 ","1,284,333,017 ",110.6 
201408,????,???,???,"12,065 ","8,991,202 ","423,771,648 ",47.1 
201408,????,???,???,"2,582 ","863,847,901 ","92,871,734,013 ",107.5 
201408,????,???,? ?,"5,035 ","2,226,246 ","126,270,191 ",56.7 
201408,????,???,???,"37,213 ","86,413,589 ","12,549,680,362 ",145.2 
201408,????,???,???,"173,377 ","60,037,263 ","7,921,213,700 ",131.9 
201408,????,???,??,"244,760 ","1,036,099,101 ","115,533,447,972 ",111.5 
201409,????,???,???,"10,801 ","1,441,812 ","166,480,660 ",115.5 
201409,????,???,???,115 ,"8,022,408 ","754,475,977 ",94 
201409,????,???,???,"13,162 ","6,519,373 ","325,125,198 ",49.9 
201409,????,???,???,"2,845 ","128,018,902 ","13,742,548,688 ",107.3 
201409,????,???,? ?,"8,969 ","2,009,248 ","116,958,877 ",58.2 
201409,????,???,???,"15,584 ","32,561,842 ","4,279,868,558 ",131.4 
201409,????,???,???,"89,910 ","26,782,203 ","2,878,980,784 ",107.5 
201409,????,???,??,"141,386 ","205,355,788 ","22,264,438,742 ",108.4 
201409,????,???,???,"15,166 ","1,398,215 ","169,084,374 ",120.9 
201409,????,???,???,120 ,"2,790,801 ","318,509,713 ",114.1 
201409,????,???,???,"16,829 ","10,181,064 ","500,040,831 ",49.1 
201409,????,???,???,"3,395 ","193,402,703 ","26,540,320,557 ",137.2 
201409,????,???,? ?,"10,056 ","4,704,936 ","257,209,440 ",54.7 
201409,????,???,???,"23,264 ","49,412,263 ","6,576,081,287 ",133.1 
201409,????,???,???,"114,210 ","27,491,275 ","3,264,714,783 ",118.8 
201409,????,???,??,"183,040 ","289,381,257 ","37,625,960,985 ",130 
201409,????,???,???,"3,867 ","440,687 ","50,460,235 ",114.5 
201409,????,???,???,26 ,"213,994 ","30,178,590 ",141 
201409,????,???,???,"6,182 ","4,756,416 ","211,094,052 ",44.4 
201409,????,???,???,"1,297 ","78,065,138 ","8,247,978,750 ",105.7 
201409,????,???,? ?,"1,573 ","604,879 ","31,519,717 ",52.1 
201409,????,???,???,"2,842 ","4,088,367 ","574,338,665 ",140.5 
201409,????,???,???,"13,395 ","3,047,004 ","343,295,340 ",112.7 
201409,????,???,??,"29,182 ","91,216,485 ","9,488,865,349 ",104 
201409,????,???,???,"9,919 ","1,999,886 ","230,981,087 ",115.5 
201409,????,???,???,181 ,"4,240,506 ","513,166,403 ",121 
201409,????,???,???,"8,852 ","6,007,397 ","270,522,619 ",45 
201409,????,???,???,"3,126 ","750,084,144 ","65,934,051,252 ",87.9 
201409,????,???,? ?,"4,499 ","2,469,200 ","136,656,209 ",55.3 
201409,????,???,???,"25,774 ","55,628,720 ","7,349,127,113 ",132.1 
201409,????,???,???,"134,549 ","41,238,925 ","4,621,108,481 ",112.1 
201409,????,???,??,"186,900 ","861,668,778 ","79,055,613,164 ",91.7 
201409,????,???,???,"2,430 ","340,521 ","38,540,794 ",113.2 
201409,????,???,???,17 ,"146,483 ","21,116,079 ",144.2 
201409,????,???,???,"8,451 ","4,947,321 ","243,344,727 ",49.2 
201409,????,???,???,463 ,"11,503,133 ","1,289,428,219 ",112.1 
201409,????,???,? ?,"1,325 ","509,443 ","28,609,740 ",56.2 
201409,????,???,???,"1,988 ","3,590,458 ","491,947,530 ",137 
201409,????,???,???,"12,838 ","2,049,282 ","282,599,355 ",137.9 
201409,????,???,??,"27,512 ","23,086,641 ","2,395,586,444 ",103.8 
201409,????,???,???,"8,562 ","1,393,834 ","161,945,015 ",116.2 
201409,????,???,???,84 ,"1,338,968 ","170,436,349 ",127.3 
201409,????,???,???,"22,646 ","9,940,032 ","488,458,279 ",49.1 
201409,????,???,???,"1,193 ","108,407,011 ","10,374,494,293 ",95.7 
201409,????,???,? ?,"5,209 ","2,638,513 ","141,784,218 ",53.7 
201409,????,???,???,"9,312 ","16,591,588 ","2,242,281,372 ",135.1 
201409,????,???,???,"49,042 ","12,223,375 ","1,384,171,037 ",113.2 
201409,????,???,??,"96,048 ","152,533,321 ","14,963,570,563 ",98.1 
201409,????,???,???,"4,182 ","897,501 ","102,874,654 ",114.6 
201409,????,???,???,56 ,"627,682 ","82,496,765 ",131.4 
201409,????,???,???,"10,367 ","5,057,292 ","249,646,946 ",49.4 
201409,????,???,???,721 ,"15,710,050 ","1,673,703,603 ",106.5 
201409,????,???,? ?,"3,404 ","1,539,420 ","84,715,422 ",55 
201409,????,???,???,"6,289 ","10,395,532 ","1,475,261,813 ",141.9 
201409,????,???,???,"33,830 ","7,236,648 ","845,913,636 ",116.9 
201409,????,???,??,"58,849 ","41,464,125 ","4,514,612,839 ",108.9 
201409,????,???,???,"4,373 ","302,865 ","35,062,949 ",115.8 
201409,????,???,???,37 ,"146,033 ","24,792,911 ",169.8 
201409,????,???,???,"11,549 ","6,198,880 ","302,368,924 ",48.8 
201409,????,???,???,454 ,"137,865,436 ","11,082,702,493 ",80.4 
201409,????,???,? ?,"2,478 ","1,365,970 ","75,186,448 ",55 
201409,????,???,???,"2,936 ","3,247,554 ","487,126,380 ",150 
201409,????,???,???,"17,869 ","3,176,914 ","367,364,712 ",115.6 
201409,????,???,??,"39,696 ","152,303,652 ","12,374,604,817 ",81.2 
201409,????,???,???,"6,210 ","1,301,874 ","122,579,706 ",94.2 
201409,????,???,???,68 ,"945,289 ","131,878,528 ",139.5 
201409,????,???,???,"24,603 ","13,019,411 ","629,135,469 ",48.3 
201409,????,???,???,"1,028 ","10,418,596 ","1,251,286,533 ",120.1 
201409,????,???,? ?,"4,994 ","1,976,658 ","109,135,784 ",55.2 
201409,????,???,???,"7,532 ","11,561,008 ","1,571,375,308 ",135.9 
201409,????,???,???,"47,941 ","9,562,648 ","1,055,759,746 ",110.4 
201409,????,???,??,"92,376 ","48,785,484 ","4,871,151,074 ",99.8 
201409,????,???,???,"3,334 ","619,787 ","69,803,440 ",112.6 
201409,????,???,???,29 ,"214,523 ","29,517,477 ",137.6 
201409,????,???,???,"15,599 ","6,150,979 ","303,954,666 ",49.4 
201409,????,???,???,"1,532 ","47,150,958 ","5,261,852,326 ",111.6 
201409,????,???,? ?,"2,475 ","850,003 ","46,695,936 ",54.9 
201409,????,???,???,"3,728 ","5,317,172 ","710,398,210 ",133.6 
201409,????,???,???,"20,448 ","3,632,451 ","433,599,389 ",119.4 
201409,????,???,??,"47,145 ","63,935,873 ","6,855,821,444 ",107.2 
201409,????,???,???,"8,770 ","1,112,871 ","128,602,723 ",115.6 
201409,????,???,???,96 ,"2,012,878 ","268,192,926 ",133.2 
201409,????,???,???,"21,549 ","8,809,640 ","427,733,834 ",48.6 
201409,????,???,???,"1,215 ","15,554,736 ","1,863,177,823 ",119.8 
201409,????,???,? ?,"6,081 ","2,518,646 ","158,093,613 ",62.8 
201409,????,???,???,"12,579 ","24,463,654 ","3,268,502,090 ",133.6 
201409,????,???,???,"63,962 ","16,347,577 ","1,826,239,311 ",111.7 
201409,????,???,??,"114,252 ","70,820,002 ","7,940,542,320 ",112.1 
201409,????,???,???,"5,016 ","424,228 ","47,925,939 ",113 
201409,????,???,???,28 ,"174,100 ","24,716,245 ",142 
201409,????,???,???,"5,640 ","2,758,276 ","137,364,713 ",49.8 
201409,????,???,???,644 ,"4,350,634 ","581,579,477 ",133.7 
201409,????,???,? ?,"1,797 ","955,684 ","53,150,454 ",55.6 
201409,????,???,???,"4,952 ","7,840,660 ","1,115,512,940 ",142.3 
201409,????,???,???,"21,321 ","3,829,980 ","451,887,634 ",118 
201409,????,???,??,"39,398 ","20,333,562 ","2,412,137,402 ",118.6 
201409,????,???,???,"3,226 ","141,134 ","15,226,977 ",107.9 
201409,????,???,???,19 ,"105,616 ","18,712,076 ",177.2 
201409,????,???,???,"6,487 ","3,204,629 ","153,185,376 ",47.8 
201409,????,???,???,243 ,"793,224 ","101,756,081 ",128.3 
201409,????,???,? ?,"1,696 ","1,028,155 ","55,398,471 ",53.9 
201409,????,???,???,"1,622 ","1,857,279 ","283,671,971 ",152.7 
201409,????,???,???,"10,214 ","1,832,946 ","219,288,151 ",119.6 
201409,????,???,??,"23,507 ","8,962,983 ","847,239,103 ",94.5 
201409,????,???,???,"4,809 ","702,017 ","81,659,299 ",116.3 
201409,????,???,???,58 ,"1,163,812 ","144,335,575 ",124 
201409,????,???,???,"14,061 ","6,093,309 ","309,086,181 ",50.7 
201409,????,???,???,861 ,"65,898,609 ","5,884,563,172 ",89.3 
201409,????,???,? ?,"3,610 ","1,747,706 ","96,849,601 ",55.4 
201409,????,???,???,"8,964 ","13,430,760 ","1,875,890,206 ",139.7 
201409,????,???,???,"44,542 ","10,554,543 ","1,198,546,934 ",113.6 
201409,????,???,??,"76,905 ","99,590,756 ","9,590,930,968 ",96.3 
201409,????,???,???,"10,626 ","960,348 ","110,842,530 ",115.4 
201409,????,???,???,69 ,"981,856 ","128,636,618 ",131 
201409,????,???,???,"18,496 ","12,290,043 ","596,672,981 ",48.5 
201409,????,???,???,"1,710 ","65,338,251 ","7,543,838,745 ",115.5 
201409,????,???,? ?,"3,566 ","1,554,306 ","84,491,205 ",54.4 
201409,????,???,???,"7,621 ","13,141,522 ","1,751,009,347 ",133.2 
201409,????,???,???,"39,960 ","9,184,660 ","1,004,853,877 ",109.4 
201409,????,???,??,"82,048 ","103,450,986 ","11,220,345,303 ",108.5 
201409,????,???,???,"7,666 ","312,427 ","35,332,290 ",113.1 
201409,????,???,???,28 ,"299,920 ","43,026,570 ",143.5 
201409,????,???,???,"12,987 ","4,488,479 ","219,717,116 ",49 
201409,????,???,???,597 ,"3,798,214 ","492,095,721 ",129.6 
201409,????,???,? ?,"3,196 ","1,301,066 ","69,875,710 ",53.7 
201409,????,???,???,"3,334 ","5,177,029 ","705,170,503 ",136.2 
201409,????,???,???,"23,987 ","4,399,061 ","499,818,182 ",113.6 
201409,????,???,??,"51,795 ","19,776,196 ","2,065,036,092 ",104.4 
201409,????,???,???,733 ,"133,718 ","14,902,897 ",111.5 
201409,????,???,???,16 ,"70,035 ","9,930,322 ",141.8 
201409,????,???,???,403 ,"364,339 ","17,459,765 ",47.9 
201409,????,???,???,336 ,"462,302 ","70,454,793 ",152.4 
201409,????,???,? ?,4 ,750 ,"43,277 ",57.7 
201409,????,???,???,"1,550 ","2,434,057 ","345,674,641 ",142 
201409,????,???,???,"4,438 ","741,671 ","90,043,731 ",121.4 
201409,????,???,??,"7,480 ","4,206,872 ","548,509,426 ",130.4 
201409,????,???,???,"6,664 ","602,456 ","66,124,239 ",109.8 
201409,????,???,???,43 ,"520,717 ","66,645,722 ",128 
201409,????,???,???,"5,096 ","3,791,052 ","178,564,934 ",47.1 
201409,????,???,???,730 ,"21,816,150 ","2,687,581,296 ",123.2 
201409,????,???,? ?,"2,789 ","1,731,926 ","95,890,014 ",55.4 
201409,????,???,???,"5,134 ","10,741,113 ","1,448,561,824 ",134.9 
201409,????,???,???,"27,654 ","5,724,475 ","694,853,058 ",121.4 
201409,????,???,??,"48,110 ","44,927,889 ","5,238,221,087 ",116.6 
201409,????,???,???,"8,157 ","562,849 ","61,346,972 ",109 
201409,????,???,???,41 ,"247,642 ","40,721,438 ",164.4 
201409,????,???,???,"19,720 ","9,034,736 ","433,027,650 ",47.9 
201409,????,???,???,822 ,"7,959,700 ","965,398,767 ",121.3 
201409,????,???,? ?,"2,833 ","1,078,541 ","57,852,366 ",53.6 
201409,????,???,???,"4,138 ","5,478,905 ","757,220,025 ",138.2 
201409,????,???,???,"30,378 ","5,267,138 ","603,430,310 ",114.6 
201409,????,???,??,"66,089 ","29,629,511 ","2,918,997,528 ",98.5 
201409,????,???,???,"7,259 ","705,739 ","78,681,752 ",111.5 
201409,????,???,???,29 ,"315,176 ","43,625,066 ",138.4 
201409,????,???,???,"15,854 ","14,914,504 ","667,064,895 ",44.7 
201409,????,???,???,612 ,"7,463,825 ","850,907,390 ",114 
201409,????,???,? ?,"2,293 ","974,763 ","54,056,668 ",55.5 
201409,????,???,???,"3,647 ","5,949,838 ","836,684,217 ",140.6 
201409,????,???,???,"22,763 ","4,046,036 ","602,504,515 ",148.9 
201409,????,???,??,"52,457 ","34,369,881 ","3,133,524,503 ",91.2 
201409,????,???,???,"4,846 ","442,431 ","48,316,206 ",109.2 
201409,????,???,???,23 ,"150,859 ","25,171,662 ",166.9 
201409,????,???,???,"11,348 ","3,086,505 ","166,176,618 ",53.8 
201409,????,???,???,385 ,"1,215,431 ","173,482,787 ",142.7 
201409,????,???,? ?,"1,811 ","1,051,899 ","56,300,091 ",53.5 
201409,????,???,???,"2,741 ","3,565,179 ","507,254,749 ",142.3 
201409,????,???,???,"14,501 ","2,512,396 ","290,903,342 ",115.8 
201409,????,???,??,"35,655 ","12,024,700 ","1,267,605,455 ",105.4 
201409,????,???,???,"6,932 ","1,243,053 ","144,661,132 ",116.4 
201409,????,???,???,58 ,"1,069,682 ","123,083,282 ",115.1 
201409,????,???,???,"7,333 ","4,911,139 ","235,753,131 ",48 
201409,????,???,???,"2,816 ","113,564,342 ","11,969,227,662 ",105.4 
201409,????,???,? ?,"3,145 ","1,335,092 ","74,546,399 ",55.8 
201409,????,???,???,"9,498 ","21,508,127 ","2,787,718,009 ",129.6 
201409,????,???,???,"44,277 ","11,525,724 ","1,295,260,209 ",112.4 
201409,????,???,??,"74,059 ","155,157,159 ","16,630,249,824 ",107.2 
201409,????,???,???,"14,288 ","3,190,025 ","364,979,519 ",114.4 
201409,????,???,???,219 ,"12,881,923 ","1,072,013,524 ",83.2 
201409,????,???,???,"12,133 ","8,854,572 ","421,368,153 ",47.6 
201409,????,???,???,"2,589 ","959,125,430 ","83,789,951,234 ",87.4 
201409,????,???,? ?,"5,029 ","2,515,504 ","141,854,136 ",56.4 
201409,????,???,???,"37,222 ","74,410,468 ","9,863,309,631 ",132.6 
201409,????,???,???,"173,611 ","53,681,839 ","6,341,373,905 ",118.1 
201409,????,???,??,"245,091 ","1,114,659,761 ","101,994,850,102 ",91.5 
201410,????,???,???,"10,805 ","1,580,866 ","171,245,657 ",108.3 
201410,????,???,???,117 ,"8,088,933 ","724,534,264 ",89.6 
201410,????,???,???,"13,222 ","5,973,246 ","302,053,127 ",50.6 
201410,????,???,???,"2,855 ","136,780,064 ","13,502,372,996 ",98.7 
201410,????,???,? ?,"8,954 ","3,115,812 ","174,743,775 ",56.1 
201410,????,???,???,"15,596 ","29,150,484 ","3,371,500,557 ",115.7 
201410,????,???,???,"90,220 ","25,207,933 ","2,569,553,743 ",101.9 
201410,????,???,??,"141,769 ","209,897,338 ","20,816,004,119 ",99.2 
201410,????,???,???,"15,179 ","1,526,539 ","174,283,687 ",114.2 
201410,????,???,???,120 ,"2,721,640 ","295,036,003 ",108.4 
201410,????,???,???,"16,853 ","7,752,242 ","402,748,966 ",52 
201410,????,???,???,"3,403 ","201,975,336 ","18,322,398,245 ",90.7 
201410,????,???,? ?,"10,055 ","6,577,923 ","358,552,460 ",54.5 
201410,????,???,???,"23,264 ","44,391,520 ","5,327,643,039 ",120 
201410,????,???,???,"114,584 ","25,693,028 ","2,894,626,467 ",112.7 
201410,????,???,??,"183,458 ","290,638,228 ","27,775,288,867 ",95.6 
201410,????,???,???,"3,872 ","447,000 ","51,191,558 ",114.5 
201410,????,???,???,26 ,"215,267 ","28,172,465 ",130.9 
201410,????,???,???,"6,190 ","3,098,242 ","161,211,853 ",52 
201410,????,???,???,"1,299 ","85,858,671 ","8,512,713,788 ",99.1 
201410,????,???,? ?,"1,572 ","967,765 ","50,463,157 ",52.1 
201410,????,???,???,"2,858 ","3,752,388 ","458,575,731 ",122.2 
201410,????,???,???,"13,396 ","2,889,223 ","313,408,419 ",108.5 
201410,????,???,??,"29,213 ","97,228,556 ","9,575,736,971 ",98.5 
201410,????,???,???,"9,631 ","2,160,114 ","238,021,300 ",110.2 
201410,????,???,???,181 ,"4,089,341 ","454,237,602 ",111.1 
201410,????,???,???,"8,874 ","4,177,117 ","207,894,629 ",49.8 
201410,????,???,???,"3,120 ","723,163,138 ","63,577,057,805 ",87.9 
201410,????,???,? ?,"4,491 ","3,625,593 ","196,210,061 ",54.1 
201410,????,???,???,"25,794 ","48,075,697 ","5,737,091,894 ",119.3 
201410,????,???,???,"135,066 ","38,602,431 ","4,098,877,365 ",106.2 
201410,????,???,??,"187,157 ","823,893,431 ","74,509,390,656 ",90.4 
201410,????,???,???,"2,432 ","367,891 ","38,018,987 ",103.3 
201410,????,???,???,17 ,"144,271 ","17,549,615 ",121.6 
201410,????,???,???,"8,501 ","4,588,478 ","227,952,587 ",49.7 
201410,????,???,???,467 ,"12,233,332 ","1,245,769,690 ",101.8 
201410,????,???,? ?,"1,324 ","859,161 ","47,121,523 ",54.8 
201410,????,???,???,"1,967 ","3,284,847 ","408,927,977 ",124.5 
201410,????,???,???,"12,868 ","1,953,744 ","235,473,602 ",120.5 
201410,????,???,??,"27,576 ","23,431,724 ","2,220,813,981 ",94.8 
201410,????,???,???,"8,665 ","1,458,464 ","163,240,833 ",111.9 
201410,????,???,???,85 ,"1,196,448 ","137,312,393 ",114.8 
201410,????,???,???,"22,683 ","7,716,500 ","393,965,082 ",51.1 
201410,????,???,???,"1,196 ","112,604,273 ","10,370,992,026 ",92.1 
201410,????,???,? ?,"5,209 ","3,612,053 ","201,788,309 ",55.9 
201410,????,???,???,"9,348 ","15,085,076 ","1,876,663,706 ",124.4 
201410,????,???,???,"49,172 ","11,681,551 ","1,289,927,476 ",110.4 
201410,????,???,??,"96,358 ","153,354,365 ","14,433,889,825 ",94.1 
201410,????,???,???,"4,189 ","986,829 ","106,253,592 ",107.7 
201410,????,???,???,56 ,"632,411 ","71,738,667 ",113.4 
201410,????,???,???,"10,400 ","3,992,406 ","206,824,314 ",51.8 
201410,????,???,???,721 ,"16,932,876 ","1,677,631,990 ",99.1 
201410,????,???,? ?,"3,403 ","2,356,672 ","129,054,642 ",54.8 
201410,????,???,???,"6,237 ","9,808,027 ","1,226,633,663 ",125.1 
201410,????,???,???,"33,920 ","6,920,868 ","779,525,786 ",112.6 
201410,????,???,??,"58,926 ","41,630,089 ","4,197,662,654 ",100.8 
201410,????,???,???,"4,375 ","317,572 ","34,460,548 ",108.5 
201410,????,???,???,37 ,"143,479 ","21,850,988 ",152.3 
201410,????,???,???,"11,597 ","4,463,783 ","233,561,387 ",52.3 
201410,????,???,???,455 ,"138,149,765 ","11,227,267,646 ",81.3 
201410,????,???,? ?,"2,477 ","2,122,306 ","115,925,863 ",54.6 
201410,????,???,???,"2,920 ","3,217,558 ","404,049,458 ",125.6 
201410,????,???,???,"17,897 ","3,046,435 ","341,312,409 ",112 
201410,????,???,??,"39,758 ","151,460,898 ","12,378,428,299 ",81.7 
201410,????,???,???,"6,210 ","1,404,182 ","150,250,475 ",107 
201410,????,???,???,68 ,"935,797 ","110,577,455 ",118.2 
201410,????,???,???,"24,732 ","10,202,638 ","528,535,164 ",51.8 
201410,????,???,???,"1,028 ","10,624,463 ","1,193,004,757 ",112.3 
201410,????,???,? ?,"4,994 ","3,481,409 ","190,721,092 ",54.8 
201410,????,???,???,"7,468 ","10,739,230 ","1,308,175,854 ",121.8 
201410,????,???,???,"48,055 ","9,136,211 ","991,345,796 ",108.5 
201410,????,???,??,"92,555 ","46,523,930 ","4,472,610,593 ",96.1 
201410,????,???,???,"3,335 ","674,740 ","70,421,038 ",104.4 
201410,????,???,???,29 ,"203,878 ","25,891,786 ",127 
201410,????,???,???,"15,634 ","5,009,177 ","255,958,686 ",51.1 
201410,????,???,???,"1,535 ","53,482,133 ","5,317,001,449 ",99.4 
201410,????,???,? ?,"2,472 ","1,373,308 ","75,013,590 ",54.6 
201410,????,???,???,"3,704 ","4,851,168 ","586,327,550 ",120.9 
201410,????,???,???,"20,515 ","3,452,111 ","398,085,589 ",115.3 
201410,????,???,??,"47,224 ","69,046,515 ","6,728,699,688 ",97.5 
201410,????,???,???,"8,816 ","1,205,113 ","131,791,189 ",109.4 
201410,????,???,???,96 ,"2,132,172 ","239,065,604 ",112.1 
201410,????,???,???,"21,616 ","6,542,408 ","347,232,326 ",53.1 
201410,????,???,???,"1,217 ","17,265,355 ","1,871,888,657 ",108.4 
201410,????,???,? ?,"6,082 ","3,941,727 ","224,779,285 ",57 
201410,????,???,???,"12,531 ","22,523,876 ","2,710,818,471 ",120.4 
201410,????,???,???,"64,150 ","15,915,588 ","1,719,302,748 ",108 
201410,????,???,??,"114,508 ","69,526,239 ","7,244,878,280 ",104.2 
201410,????,???,???,"5,016 ","464,658 ","47,543,369 ",102.3 
201410,????,???,???,28 ,"176,761 ","21,713,263 ",122.8 
201410,????,???,???,"5,661 ","2,251,036 ","116,174,511 ",51.6 
201410,????,???,???,647 ,"5,172,019 ","591,192,017 ",114.3 
201410,????,???,? ?,"1,794 ","1,477,031 ","81,075,452 ",54.9 
201410,????,???,???,"4,938 ","7,162,665 ","886,329,870 ",123.7 
201410,????,???,???,"21,358 ","3,671,752 ","419,224,470 ",114.2 
201410,????,???,??,"39,442 ","20,375,922 ","2,163,252,952 ",106.2 
201410,????,???,???,"3,239 ","153,751 ","15,133,097 ",98.4 
201410,????,???,???,19 ,"111,314 ","16,751,784 ",150.5 
201410,????,???,???,"6,523 ","2,278,515 ","116,021,200 ",50.9 
201410,????,???,???,243 ,"785,353 ","92,560,477 ",117.9 
201410,????,???,? ?,"1,695 ","1,569,750 ","84,476,512 ",53.8 
201410,????,???,???,"1,623 ","1,755,224 ","230,350,254 ",131.2 
201410,????,???,???,"10,221 ","1,803,919 ","213,170,928 ",118.2 
201410,????,???,??,"23,563 ","8,457,826 ","768,464,252 ",90.9 
201410,????,???,???,"4,817 ","788,706 ","84,865,647 ",107.6 
201410,????,???,???,58 ,"1,253,546 ","134,988,964 ",107.7 
201410,????,???,???,"14,088 ","4,795,066 ","255,888,548 ",53.4 
201410,????,???,???,865 ,"70,597,245 ","6,162,546,825 ",87.3 
201410,????,???,? ?,"3,606 ","3,404,853 ","184,871,637 ",54.3 
201410,????,???,???,"8,952 ","12,333,810 ","1,524,035,442 ",123.6 
201410,????,???,???,"44,553 ","10,294,418 ","1,141,167,414 ",110.9 
201410,????,???,??,"76,939 ","103,467,644 ","9,488,364,477 ",91.7 
201410,????,???,???,"10,657 ","1,032,478 ","102,713,040 ",99.5 
201410,????,???,???,69 ,"992,299 ","114,265,678 ",115.2 
201410,????,???,???,"18,556 ","10,554,200 ","521,658,717 ",49.4 
201410,????,???,???,"1,726 ","73,326,891 ","7,577,652,825 ",103.3 
201410,????,???,? ?,"3,566 ","2,504,152 ","135,601,264 ",54.2 
201410,????,???,???,"7,655 ","12,123,309 ","1,449,218,483 ",119.5 
201410,????,???,???,"39,986 ","8,790,219 ","929,217,992 ",105.7 
201410,????,???,??,"82,215 ","109,323,548 ","10,830,327,999 ",99.1 
201410,????,???,???,"7,671 ","349,456 ","36,021,956 ",103.1 
201410,????,???,???,28 ,"302,112 ","39,779,779 ",131.7 
201410,????,???,???,"12,973 ","3,843,453 ","188,564,717 ",49.1 
201410,????,???,???,603 ,"3,708,147 ","436,886,563 ",117.8 
201410,????,???,? ?,"3,196 ","2,367,754 ","126,149,612 ",53.3 
201410,????,???,???,"3,258 ","4,849,400 ","582,171,629 ",120.1 
201410,????,???,???,"24,083 ","4,186,045 ","461,051,355 ",110.1 
201410,????,???,??,"51,812 ","19,606,367 ","1,870,625,611 ",95.4 
201410,????,???,???,733 ,"139,679 ","14,662,191 ",105 
201410,????,???,???,16 ,"63,838 ","8,359,645 ",131 
201410,????,???,???,404 ,"343,028 ","16,644,533 ",48.5 
201410,????,???,???,359 ,"495,981 ","66,567,389 ",134.2 
201410,????,???,? ?,4 ,948 ,"53,715 ",56.7 
201410,????,???,???,"1,554 ","2,501,524 ","311,213,972 ",124.4 
201410,????,???,???,"4,488 ","737,431 ","88,918,202 ",120.6 
201410,????,???,??,"7,558 ","4,282,429 ","506,419,647 ",118.3 
201410,????,???,???,"6,671 ","636,117 ","66,215,451 ",104.1 
201410,????,???,???,44 ,"483,526 ","54,285,478 ",112.3 
201410,????,???,???,"5,097 ","2,737,250 ","134,158,121 ",49 
201410,????,???,???,731 ,"11,066,993 ","2,139,626,475 ",193.3 
201410,????,???,? ?,"2,789 ","2,280,834 ","124,435,176 ",54.6 
