???? ????? ??( 20220804 ?? ),,,,,,,
"?? : ?????, ??? : ??(? / ? / ?)",,,,,,,
?? : 2014? 07 ? ~ 2014? 12?,,,,,,,
??,??,???,????,????(?),???(kWh),????(?),??????(?/kWh)
201409,?????,????,???,"22,796 ","69,777,994 ","8,834,075,386 ",126.6 
201409,?????,????,???,"105,487 ","42,388,890 ","5,049,691,204 ",119.1 
201409,?????,????,??,"143,674 ","137,000,240 ","16,407,848,657 ",119.8 
201409,?????,??,???,"3,719 ","632,340 ","72,085,374 ",114 
201409,?????,??,???,99 ,"1,652,759 ","212,289,401 ",128.4 
201409,?????,??,???,78 ,"34,102 ","1,707,618 ",50.1 
201409,?????,??,???,694 ,"9,488,506 ","961,948,725 ",101.4 
201409,?????,??,? ?,"1,492 ","739,969 ","43,026,261 ",58.1 
201409,?????,??,???,"10,510 ","28,757,267 ","3,609,857,725 ",125.5 
201409,?????,??,???,"58,960 ","30,610,853 ","3,589,475,532 ",117.3 
201409,?????,??,??,"75,552 ","71,915,796 ","8,490,390,636 ",118.1 
201409,?????,???,???,"3,967 ","822,902 ","91,395,701 ",111.1 
201409,?????,???,???,82 ,"3,153,154 ","331,862,578 ",105.2 
201409,?????,???,???,27 ,"187,259 ","8,706,905 ",46.5 
201409,?????,???,???,"5,324 ","81,761,087 ","10,295,481,561 ",125.9 
201409,?????,???,? ?,"1,375 ","1,115,185 ","76,813,750 ",68.9 
201409,?????,???,???,"13,445 ","35,062,871 ","4,381,278,285 ",125 
201409,?????,???,???,"55,381 ","23,674,942 ","2,715,011,996 ",114.7 
201409,?????,???,??,"79,601 ","145,777,400 ","17,900,550,776 ",122.8 
201409,?????,???,???,"5,391 ","820,448 ","92,874,419 ",113.2 
201409,?????,???,???,113 ,"2,800,144 ","310,695,077 ",111 
201409,?????,???,???,20 ,"45,052 ","2,095,175 ",46.5 
201409,?????,???,???,"2,654 ","159,692,985 ","16,821,882,282 ",105.3 
201409,?????,???,? ?,"1,579 ","934,772 ","55,578,897 ",59.5 
201409,?????,???,???,"14,143 ","34,908,876 ","4,482,856,216 ",128.4 
201409,?????,???,???,"88,375 ","34,568,074 ","4,118,792,492 ",119.2 
201409,?????,???,??,"112,275 ","233,770,351 ","25,884,774,558 ",110.7 
201409,?????,??,???,"4,935 ","472,627 ","51,688,588 ",109.4 
201409,?????,??,???,43 ,"1,427,061 ","157,590,558 ",110.4 
201409,?????,??,???,26 ,"294,900 ","16,551,745 ",56.1 
201409,?????,??,???,475 ,"15,036,503 ","1,441,496,190 ",95.9 
201409,?????,??,? ?,"1,349 ","756,609 ","45,394,137 ",60 
201409,?????,??,???,"6,654 ","17,719,106 ","2,192,505,987 ",123.7 
201409,?????,??,???,"48,760 ","11,893,654 ","1,458,970,737 ",122.7 
201409,?????,??,??,"62,242 ","47,600,460 ","5,364,197,942 ",112.7 
201409,?????,???,???,"3,778 ","485,493 ","54,384,672 ",112 
201409,?????,???,???,41 ,"462,891 ","63,309,212 ",136.8 
201409,?????,???,???,10 ,"28,462 ","1,274,798 ",44.8 
201409,?????,???,???,417 ,"1,144,323 ","151,955,255 ",132.8 
201409,?????,???,? ?,"1,202 ","766,523 ","48,386,379 ",63.1 
201409,?????,???,???,"10,074 ","24,713,070 ","3,139,147,111 ",127 
201409,?????,???,???,"55,203 ","19,678,490 ","2,510,775,292 ",127.6 
201409,?????,???,??,"70,725 ","47,279,252 ","5,969,232,719 ",126.3 
201409,?????,???,???,"4,419 ","517,435 ","57,686,321 ",111.5 
201409,?????,???,???,49 ,"1,065,643 ","130,005,997 ",122 
201409,?????,???,???,9 ,"10,222 ","480,243 ",47 
201409,?????,???,???,584 ,"6,547,950 ","669,789,621 ",102.3 
201409,?????,???,? ?,"1,391 ","991,990 ","62,073,999 ",62.6 
201409,?????,???,???,"10,737 ","31,857,080 ","4,060,783,843 ",127.5 
201409,?????,???,???,"55,161 ","21,921,557 ","2,728,922,404 ",124.5 
201409,?????,???,??,"72,350 ","62,911,877 ","7,709,742,428 ",122.5 
201409,?????,???,???,"4,432 ","391,678 ","44,300,883 ",113.1 
201409,?????,???,???,49 ,"2,435,902 ","246,346,304 ",101.1 
201409,?????,???,???,1 ,"2,996 ","180,479 ",60.2 
201409,?????,???,???,"1,000 ","9,263,645 ","1,130,140,020 ",122 
201409,?????,???,? ?,"1,193 ","679,712 ","37,936,834 ",55.8 
201409,?????,???,???,"5,899 ","11,293,676 ","1,479,195,725 ",131 
201409,?????,???,???,"46,282 ","13,492,036 ","1,614,338,807 ",119.7 
201409,?????,???,??,"58,856 ","37,559,645 ","4,552,439,052 ",121.2 
201409,?????,??,???,"1,813 ","372,393 ","41,542,085 ",111.6 
201409,?????,??,???,21 ,"262,748 ","36,270,494 ",138 
201409,?????,??,???,1 ,"4,661 ","196,461 ",42.1 
201409,?????,??,???,457 ,"1,046,429 ","129,483,821 ",123.7 
201409,?????,??,? ?,564 ,"367,623 ","21,279,416 ",57.9 
201409,?????,??,???,"9,086 ","31,104,480 ","3,890,670,442 ",125.1 
201409,?????,??,???,"24,591 ","4,881,009 ","592,546,470 ",121.4 
201409,?????,??,??,"36,533 ","38,039,343 ","4,711,989,189 ",123.9 
201409,?????,????,???,"4,772 ","1,618,336 ","184,216,029 ",113.8 
201409,?????,????,???,121 ,"2,442,795 ","307,884,617 ",126 
201409,?????,????,???,95 ,"241,304 ","10,793,775 ",44.7 
201409,?????,????,???,992 ,"19,970,718 ","2,094,882,312 ",104.9 
201409,?????,????,? ?,"1,131 ","2,340,915 ","129,039,782 ",55.1 
201409,?????,????,???,"13,651 ","73,475,977 ","8,659,285,677 ",117.9 
201409,?????,????,???,"70,988 ","52,572,140 ","6,985,149,221 ",132.9 
201409,?????,????,??,"91,750 ","152,662,185 ","18,371,251,413 ",120.3 
201410,?????,???,???,"4,574 ","2,061,778 ","238,586,917 ",115.7 
201410,?????,???,???,44 ,"432,508 ","53,083,025 ",122.7 
201410,?????,???,???,"4,643 ","3,415,392 ","173,646,237 ",50.8 
201410,?????,???,???,"5,007 ","240,315,813 ","24,333,103,404 ",101.3 
201410,?????,???,? ?,"2,151 ","1,309,400 ","72,135,986 ",55.1 
201410,?????,???,???,"7,462 ","18,615,793 ","2,354,198,340 ",126.5 
201410,?????,???,???,"19,280 ","8,219,954 ","1,013,591,801 ",123.3 
201410,?????,???,??,"43,161 ","274,370,638 ","28,238,345,710 ",102.9 
201410,?????,???,???,"4,919 ","865,075 ","92,622,268 ",107.1 
201410,?????,???,???,98 ,"4,942,730 ","468,922,466 ",94.9 
201410,?????,???,???,591 ,"174,809 ","11,520,423 ",65.9 
201410,?????,???,???,"1,434 ","20,297,167 ","2,148,013,397 ",105.8 
201410,?????,???,? ?,"2,209 ","1,437,693 ","79,970,554 ",55.6 
201410,?????,???,???,"15,086 ","27,148,049 ","3,158,359,485 ",116.3 
201410,?????,???,???,"79,733 ","24,629,215 ","2,858,311,556 ",116.1 
201410,?????,???,??,"104,070 ","79,494,738 ","8,817,720,149 ",110.9 
201410,?????,???,???,"5,498 ","1,310,679 ","143,924,310 ",109.8 
201410,?????,???,???,41 ,"579,965 ","69,995,131 ",120.7 
201410,?????,???,???,"3,948 ","2,097,629 ","107,314,864 ",51.2 
201410,?????,???,???,"1,350 ","43,514,398 ","5,172,358,616 ",118.9 
201410,?????,???,? ?,"1,879 ","1,443,960 ","85,300,777 ",59.1 
201410,?????,???,???,"7,045 ","25,194,567 ","2,646,842,876 ",105.1 
201410,?????,???,???,"26,678 ","7,841,429 ","887,390,045 ",113.2 
201410,?????,???,??,"46,439 ","81,982,627 ","9,113,126,619 ",111.2 
201410,?????,??,???,"5,780 ","999,073 ","104,009,771 ",104.1 
201410,?????,??,???,95 ,"4,881,828 ","459,894,110 ",94.2 
201410,?????,??,???,21 ,"55,975 ","2,470,209 ",44.1 
201410,?????,??,???,765 ,"44,229,338 ","3,895,890,140 ",88.1 
201410,?????,??,? ?,"1,373 ","1,285,962 ","79,418,028 ",61.8 
201410,?????,??,???,"11,809 ","27,463,251 ","3,192,638,739 ",116.3 
201410,?????,??,???,"82,647 ","28,796,297 ","3,360,013,216 ",116.7 
201410,?????,??,??,"102,490 ","107,711,724 ","11,094,334,213 ",103 
201410,?????,??,???,"3,564 ","513,020 ","53,329,875 ",104 
201410,?????,??,???,31 ,"443,836 ","50,893,300 ",114.7 
201410,?????,??,???,5 ,"5,709 ","351,790 ",61.6 
201410,?????,??,???,443 ,"6,416,115 ","625,715,495 ",97.5 
201410,?????,??,? ?,"1,120 ","864,367 ","49,255,838 ",57 
201410,?????,??,???,"7,601 ","21,333,727 ","2,517,541,514 ",118 
201410,?????,??,???,"41,090 ","8,879,347 ","995,538,191 ",112.1 
201410,?????,??,??,"53,854 ","38,456,121 ","4,292,626,003 ",111.6 
201410,?????,???,???,"4,801 ","721,177 ","78,212,698 ",108.5 
201410,?????,???,???,87 ,"1,172,254 ","140,653,130 ",120 
201410,?????,???,???,16 ,"18,858 ","938,819 ",49.8 
201410,?????,???,???,827 ,"7,120,255 ","667,115,351 ",93.7 
201410,?????,???,? ?,"2,183 ","1,135,564 ","63,160,343 ",55.6 
201410,?????,???,???,"15,483 ","31,180,657 ","3,624,785,252 ",116.3 
201410,?????,???,???,"72,444 ","26,456,096 ","3,112,735,819 ",117.7 
201410,?????,???,??,"95,841 ","67,804,861 ","7,687,601,412 ",113.4 
201410,?????,????,???,"9,961 ","1,433,856 ","148,998,996 ",103.9 
201410,?????,????,???,131 ,"3,871,034 ","387,978,063 ",100.2 
201410,?????,????,???,32 ,"97,752 ","4,329,773 ",44.3 
201410,?????,????,???,"1,902 ","17,437,936 ","1,728,524,409 ",99.1 
201410,?????,????,? ?,"3,366 ","1,941,813 ","112,855,183 ",58.1 
201410,?????,????,???,"22,777 ","60,509,691 ","6,977,500,253 ",115.3 
201410,?????,????,???,"105,486 ","39,206,664 ","4,349,958,315 ",110.9 
201410,?????,????,??,"143,655 ","124,498,746 ","13,710,144,992 ",110.1 
201410,?????,??,???,"3,724 ","675,011 ","73,403,345 ",108.7 
201410,?????,??,???,99 ,"1,520,876 ","179,299,840 ",117.9 
201410,?????,??,???,80 ,"30,424 ","1,548,122 ",50.9 
201410,?????,??,???,695 ,"9,110,280 ","914,770,409 ",100.4 
201410,?????,??,? ?,"1,485 ","815,003 ","45,674,425 ",56 
201410,?????,??,???,"10,465 ","24,997,278 ","2,838,154,770 ",113.5 
201410,?????,??,???,"59,016 ","28,688,471 ","3,151,290,979 ",109.8 
201410,?????,??,??,"75,564 ","65,837,343 ","7,204,141,890 ",109.4 
201410,?????,???,???,"3,991 ","878,864 ","94,272,032 ",107.3 
201410,?????,???,???,82 ,"3,002,409 ","302,036,501 ",100.6 
201410,?????,???,???,27 ,"157,515 ","7,276,443 ",46.2 
201410,?????,???,???,"5,338 ","86,014,842 ","9,813,039,697 ",114.1 
201410,?????,???,? ?,"1,374 ","1,140,426 ","68,726,025 ",60.3 
201410,?????,???,???,"13,429 ","31,123,035 ","3,565,416,816 ",114.6 
201410,?????,???,???,"55,417 ","22,017,781 ","2,371,387,529 ",107.7 
201410,?????,???,??,"79,658 ","144,334,872 ","16,222,155,043 ",112.4 
201410,?????,???,???,"5,395 ","885,277 ","96,298,215 ",108.8 
201410,?????,???,???,116 ,"2,680,597 ","276,338,621 ",103.1 
201410,?????,???,???,20 ,"40,692 ","1,936,153 ",47.6 
201410,?????,???,???,"2,660 ","173,163,044 ","17,078,350,734 ",98.6 
201410,?????,???,? ?,"1,576 ","1,162,993 ","67,692,983 ",58.2 
201410,?????,???,???,"14,133 ","30,766,711 ","3,526,281,948 ",114.6 
201410,?????,???,???,"88,470 ","31,595,394 ","3,465,056,131 ",109.7 
201410,?????,???,??,"112,370 ","240,294,708 ","24,511,954,785 ",102 
201410,?????,??,???,"4,935 ","492,443 ","51,058,821 ",103.7 
201410,?????,??,???,43 ,"1,324,179 ","134,031,095 ",101.2 
201410,?????,??,???,26 ,"306,051 ","16,997,710 ",55.5 
201410,?????,??,???,473 ,"14,582,239 ","1,386,676,944 ",95.1 
201410,?????,??,? ?,"1,342 ","809,978 ","47,337,501 ",58.4 
201410,?????,??,???,"6,649 ","15,690,259 ","1,775,594,619 ",113.2 
201410,?????,??,???,"48,753 ","10,956,904 ","1,235,886,358 ",112.8 
201410,?????,??,??,"62,221 ","44,162,053 ","4,647,583,048 ",105.2 
201410,?????,???,???,"3,779 ","529,232 ","56,083,806 ",106 
201410,?????,???,???,41 ,"444,857 ","55,492,247 ",124.7 
201410,?????,???,???,10 ,"28,558 ","1,260,882 ",44.2 
201410,?????,???,???,418 ,"1,046,328 ","131,304,880 ",125.5 
201410,?????,???,? ?,"1,201 ","743,951 ","43,951,808 ",59.1 
201410,?????,???,???,"10,086 ","21,635,480 ","2,453,677,142 ",113.4 
201410,?????,???,???,"55,252 ","17,910,018 ","2,079,982,080 ",116.1 
201410,?????,???,??,"70,787 ","42,338,424 ","4,821,752,845 ",113.9 
201410,?????,???,???,"4,419 ","572,975 ","60,417,031 ",105.4 
201410,?????,???,???,49 ,"969,068 ","108,836,720 ",112.3 
201410,?????,???,???,9 ,"8,052 ","395,162 ",49.1 
201410,?????,???,???,586 ,"5,645,719 ","577,979,329 ",102.4 
201410,?????,???,? ?,"1,387 ","845,378 ","50,797,949 ",60.1 
201410,?????,???,???,"10,740 ","27,643,193 ","3,235,033,361 ",117 
201410,?????,???,???,"55,170 ","20,183,166 ","2,333,408,105 ",115.6 
201410,?????,???,??,"72,360 ","55,867,551 ","6,366,867,657 ",114 
201410,?????,???,???,"4,434 ","431,188 ","45,585,245 ",105.7 
201410,?????,???,???,49 ,"2,104,134 ","189,213,802 ",89.9 
201410,?????,???,???,1 ,"2,715 ","156,548 ",57.7 
201410,?????,???,???,996 ,"9,001,593 ","1,058,465,667 ",117.6 
201410,?????,???,? ?,"1,189 ","799,714 ","43,902,741 ",54.9 
201410,?????,???,???,"5,912 ","9,996,290 ","1,164,960,937 ",116.5 
201410,?????,???,???,"46,270 ","12,334,840 ","1,364,550,047 ",110.6 
201410,?????,???,??,"58,851 ","34,670,474 ","3,866,834,987 ",111.5 
201410,?????,??,???,"1,815 ","393,639 ","41,893,619 ",106.4 
201410,?????,??,???,21 ,"257,900 ","29,437,117 ",114.1 
201410,?????,??,???,1 ,"3,538 ","152,439 ",43.1 
201410,?????,??,???,455 ,"972,658 ","111,479,588 ",114.6 
201410,?????,??,? ?,565 ,"405,131 ","23,525,676 ",58.1 
201410,?????,??,???,"9,079 ","26,507,899 ","3,046,377,777 ",114.9 
201410,?????,??,???,"24,717 ","4,443,822 ","494,996,533 ",111.4 
201410,?????,??,??,"36,653 ","32,984,587 ","3,747,862,749 ",113.6 
201410,?????,????,???,"4,772 ","1,692,025 ","188,404,833 ",111.3 
201410,?????,????,???,121 ,"2,474,982 ","274,240,833 ",110.8 
201410,?????,????,???,95 ,"216,352 ","9,767,796 ",45.1 
201410,?????,????,???,993 ,"21,168,042 ","2,115,871,018 ",100 
201410,?????,????,? ?,"1,130 ","2,204,790 ","124,263,954 ",56.4 
201410,?????,????,???,"13,622 ","65,042,588 ","7,264,418,781 ",111.7 
201410,?????,????,???,"71,040 ","48,544,442 ","5,868,747,442 ",120.9 
201410,?????,????,??,"91,773 ","141,343,221 ","15,845,714,657 ",112.1 
201411,?????,???,???,"4,594 ","2,252,473 ","257,334,616 ",114.2 
201411,?????,???,???,44 ,"458,107 ","60,146,920 ",131.3 
201411,?????,???,???,"4,713 ","4,124,784 ","208,331,095 ",50.5 
201411,?????,???,???,"5,054 ","232,830,838 ","28,704,239,873 ",123.3 
201411,?????,???,? ?,"2,150 ","2,618,227 ","171,041,071 ",65.3 
201411,?????,???,???,"7,497 ","19,267,709 ","2,732,830,167 ",141.8 
201411,?????,???,???,"19,317 ","8,995,088 ","1,208,818,950 ",134.4 
201411,?????,???,??,"43,369 ","270,547,226 ","33,342,742,692 ",123.2 
201411,?????,???,???,"4,919 ","929,165 ","97,315,625 ",104.7 
201411,?????,???,???,97 ,"5,025,101 ","522,838,013 ",104 
201411,?????,???,???,593 ,"289,969 ","16,341,773 ",56.4 
201411,?????,???,???,"1,431 ","20,416,648 ","2,573,908,077 ",126.1 
201411,?????,???,? ?,"2,208 ","2,544,239 ","165,131,896 ",64.9 
201411,?????,???,???,"15,086 ","27,594,278 ","3,612,980,035 ",130.9 
201411,?????,???,???,"79,917 ","26,604,335 ","3,338,390,549 ",125.5 
201411,?????,???,??,"104,251 ","83,403,735 ","10,326,905,968 ",123.8 
201411,?????,???,???,"5,513 ","1,425,970 ","153,788,682 ",107.8 
201411,?????,???,???,41 ,"601,589 ","76,594,896 ",127.3 
201411,?????,???,???,"4,039 ","2,354,566 ","118,900,372 ",50.5 
201411,?????,???,???,"1,353 ","45,998,188 ","6,300,107,542 ",137 
201411,?????,???,? ?,"1,878 ","2,509,386 ","164,323,037 ",65.5 
201411,?????,???,???,"7,075 ","23,620,412 ","2,788,092,098 ",118 
201411,?????,???,???,"26,743 ","8,392,846 ","1,021,609,185 ",121.7 
201411,?????,???,??,"46,642 ","84,902,957 ","10,623,415,812 ",125.1 
201411,?????,??,???,"5,843 ","1,083,756 ","111,226,430 ",102.6 
201411,?????,??,???,95 ,"4,848,421 ","519,572,596 ",107.2 
201411,?????,??,???,21 ,"57,519 ","2,557,820 ",44.5 
201411,?????,??,???,767 ,"42,934,060 ","4,741,944,808 ",110.4 
201411,?????,??,? ?,"1,370 ","1,659,529 ","112,201,559 ",67.6 
201411,?????,??,???,"11,782 ","27,853,607 ","3,623,277,329 ",130.1 
201411,?????,??,???,"82,603 ","30,819,051 ","3,841,897,145 ",124.7 
201411,?????,??,??,"102,481 ","109,255,943 ","12,952,677,687 ",118.6 
201411,?????,??,???,"3,579 ","551,029 ","55,993,797 ",101.6 
201411,?????,??,???,31 ,"446,927 ","55,252,758 ",123.6 
201411,?????,??,???,6 ,"4,901 ","334,729 ",68.3 
201411,?????,??,???,443 ,"6,558,711 ","748,411,713 ",114.1 
201411,?????,??,? ?,"1,116 ","1,416,142 ","90,186,719 ",63.7 
201411,?????,??,???,"7,596 ","20,401,581 ","2,770,564,893 ",135.8 
201411,?????,??,???,"41,070 ","9,582,225 ","1,144,503,547 ",119.4 
201411,?????,??,??,"53,841 ","38,961,516 ","4,865,248,156 ",124.9 
201411,?????,???,???,"4,802 ","772,818 ","82,182,319 ",106.3 
201411,?????,???,???,87 ,"1,250,910 ","160,326,732 ",128.2 
201411,?????,???,???,16 ,"20,910 ","1,019,356 ",48.7 
201411,?????,???,???,826 ,"7,131,925 ","798,653,014 ",112 
201411,?????,???,? ?,"2,187 ","2,375,139 ","154,273,933 ",65 
201411,?????,???,???,"15,506 ","30,595,796 ","4,040,616,720 ",132.1 
201411,?????,???,???,"72,448 ","28,490,919 ","3,598,417,226 ",126.3 
201411,?????,???,??,"95,872 ","70,638,417 ","8,835,489,300 ",125.1 
201411,?????,????,???,"9,963 ","1,526,274 ","155,980,714 ",102.2 
201411,?????,????,???,132 ,"4,052,818 ","447,111,633 ",110.3 
201411,?????,????,???,32 ,"95,627 ","4,327,226 ",45.3 
201411,?????,????,???,"1,903 ","17,146,262 ","2,068,873,833 ",120.7 
201411,?????,????,? ?,"3,363 ","3,100,652 ","201,199,196 ",64.9 
201411,?????,????,???,"22,750 ","57,742,782 ","7,626,602,789 ",132.1 
201411,?????,????,???,"105,486 ","42,123,031 ","5,005,051,315 ",118.8 
201411,?????,????,??,"143,629 ","125,787,446 ","15,509,146,706 ",123.3 
201411,?????,??,???,"3,719 ","746,524 ","79,868,087 ",107 
201411,?????,??,???,99 ,"1,751,289 ","215,165,501 ",122.9 
201411,?????,??,???,82 ,"30,485 ","1,616,130 ",53 
201411,?????,??,???,699 ,"8,435,681 ","943,175,473 ",111.8 
201411,?????,??,? ?,"1,478 ","1,532,775 ","103,246,751 ",67.4 
201411,?????,??,???,"10,470 ","25,108,869 ","3,239,728,685 ",129 
201411,?????,??,???,"59,129 ","31,209,096 ","3,722,764,544 ",119.3 
201411,?????,??,??,"75,676 ","68,814,719 ","8,305,565,171 ",120.7 
201411,?????,???,???,"3,994 ","965,760 ","101,396,607 ",105 
201411,?????,???,???,82 ,"3,749,983 ","418,235,075 ",111.5 
201411,?????,???,???,27 ,"142,842 ","6,773,347 ",47.4 
201411,?????,???,???,"5,344 ","87,996,202 ","11,425,663,781 ",129.8 
201411,?????,???,? ?,"1,372 ","1,978,390 ","134,572,069 ",68 
201411,?????,???,???,"13,401 ","31,043,140 ","4,058,767,224 ",130.7 
201411,?????,???,???,"55,449 ","24,001,903 ","2,802,630,914 ",116.8 
201411,?????,???,??,"79,669 ","149,878,220 ","18,948,039,017 ",126.4 
201411,?????,???,???,"5,432 ","987,728 ","105,425,915 ",106.7 
201411,?????,???,???,117 ,"2,887,752 ","336,367,990 ",116.5 
201411,?????,???,???,20 ,"56,137 ","2,570,607 ",45.8 
201411,?????,???,???,"2,661 ","165,124,041 ","19,745,616,546 ",119.6 
201411,?????,???,? ?,"1,574 ","2,085,985 ","135,525,302 ",65 
201411,?????,???,???,"14,165 ","30,599,577 ","3,931,885,162 ",128.5 
201411,?????,???,???,"88,610 ","34,108,115 ","4,007,294,324 ",117.5 
201411,?????,???,??,"112,579 ","235,849,335 ","28,264,685,846 ",119.8 
201411,?????,??,???,"4,937 ","535,378 ","54,344,463 ",101.5 
201411,?????,??,???,43 ,"1,373,604 ","155,183,528 ",113 
201411,?????,??,???,26 ,"298,181 ","17,228,759 ",57.8 
201411,?????,??,???,472 ,"14,274,256 ","1,657,756,224 ",116.1 
201411,?????,??,? ?,"1,342 ","1,443,200 ","91,437,909 ",63.4 
201411,?????,??,???,"6,648 ","15,612,456 ","2,002,770,269 ",128.3 
201411,?????,??,???,"48,732 ","11,820,151 ","1,432,781,243 ",121.2 
201411,?????,??,??,"62,200 ","45,357,226 ","5,411,502,395 ",119.3 
201411,?????,???,???,"3,798 ","579,271 ","59,759,667 ",103.2 
201411,?????,???,???,40 ,"465,670 ","61,472,110 ",132 
201411,?????,???,???,10 ,"35,665 ","1,560,263 ",43.7 
201411,?????,???,???,418 ,"1,072,886 ","142,024,396 ",132.4 
201411,?????,???,? ?,"1,199 ","1,262,902 ","80,043,019 ",63.4 
201411,?????,???,???,"10,128 ","21,115,812 ","2,709,440,198 ",128.3 
201411,?????,???,???,"55,384 ","19,265,726 ","2,393,147,633 ",124.2 
201411,?????,???,??,"70,977 ","43,797,932 ","5,447,447,286 ",124.4 
201411,?????,???,???,"4,421 ","616,361 ","63,748,444 ",103.4 
201411,?????,???,???,49 ,"1,096,007 ","131,192,099 ",119.7 
201411,?????,???,???,8 ,"6,238 ","318,993 ",51.1 
201411,?????,???,???,583 ,"5,626,970 ","700,574,295 ",124.5 
201411,?????,???,? ?,"1,389 ","1,379,863 ","89,764,559 ",65.1 
201411,?????,???,???,"10,747 ","27,420,224 ","3,661,175,072 ",133.5 
201411,?????,???,???,"55,286 ","21,827,809 ","2,698,976,168 ",123.6 
201411,?????,???,??,"72,483 ","57,973,472 ","7,345,749,630 ",126.7 
201411,?????,???,???,"4,444 ","475,618 ","49,095,243 ",103.2 
201411,?????,???,???,49 ,"2,026,847 ","203,068,866 ",100.2 
201411,?????,???,???,1 ,"1,854 ","77,226 ",41.7 
201411,?????,???,???,996 ,"8,420,653 ","1,180,630,328 ",140.2 
201411,?????,???,? ?,"1,185 ","1,306,012 ","82,367,363 ",63.1 
201411,?????,???,???,"5,900 ","9,907,257 ","1,283,614,890 ",129.6 
201411,?????,???,???,"46,265 ","13,248,994 ","1,561,910,791 ",117.9 
201411,?????,???,??,"58,840 ","35,387,235 ","4,360,764,707 ",123.2 
201411,?????,??,???,"1,815 ","421,596 ","43,928,143 ",104.2 
201411,?????,??,???,21 ,"237,903 ","29,771,580 ",125.1 
201411,?????,??,???,1 ,"3,528 ","152,047 ",43.1 
201411,?????,??,???,456 ,"949,902 ","118,697,051 ",125 
201411,?????,??,? ?,562 ,"706,362 ","45,439,944 ",64.3 
201411,?????,??,???,"9,056 ","24,420,247 ","3,286,110,288 ",134.6 
201411,?????,??,???,"24,746 ","4,756,783 ","560,776,972 ",117.9 
201411,?????,??,??,"36,657 ","31,496,321 ","4,084,876,025 ",129.7 
201411,?????,????,???,"4,778 ","1,799,647 ","197,299,409 ",109.6 
201411,?????,????,???,121 ,"2,542,782 ","307,423,222 ",120.9 
201411,?????,????,???,95 ,"213,801 ","10,273,552 ",48.1 
201411,?????,????,???,996 ,"20,966,568 ","2,529,144,909 ",120.6 
201411,?????,????,? ?,"1,125 ","2,069,244 ","140,215,386 ",67.8 
201411,?????,????,???,"13,615 ","62,575,342 ","8,316,799,831 ",132.9 
201411,?????,????,???,"71,106 ","50,979,269 ","6,513,258,924 ",127.8 
201411,?????,????,??,"91,836 ","141,146,653 ","18,014,415,233 ",127.6 
201412,?????,???,???,"4,603 ","2,404,583 ","270,106,810 ",112.3 
201412,?????,???,???,44 ,"698,617 ","84,470,314 ",120.9 
201412,?????,???,???,"4,712 ","5,443,297 ","267,647,401 ",49.2 
201412,?????,???,???,"5,069 ","244,977,991 ","30,883,777,169 ",126.1 
201412,?????,???,? ?,"2,150 ","4,300,282 ","327,158,608 ",76.1 
201412,?????,???,???,"7,572 ","22,602,391 ","3,278,915,897 ",145.1 
201412,?????,???,???,"19,425 ","9,277,250 ","1,292,501,803 ",139.3 
201412,?????,???,??,"43,575 ","289,704,411 ","36,404,578,002 ",125.7 
201412,?????,???,???,"4,920 ","996,473 ","104,259,594 ",104.6 
201412,?????,???,???,97 ,"6,761,592 ","743,241,446 ",109.9 
201412,?????,???,???,597 ,"557,109 ","27,348,882 ",49.1 
201412,?????,???,???,"1,431 ","22,529,587 ","2,886,680,085 ",128.1 
201412,?????,???,? ?,"2,204 ","3,981,190 ","301,207,800 ",75.7 
201412,?????,???,???,"15,108 ","31,857,736 ","4,390,762,615 ",137.8 
201412,?????,???,???,"80,030 ","27,943,774 ","3,672,419,226 ",131.4 
201412,?????,???,??,"104,387 ","94,627,461 ","12,125,919,648 ",128.1 
201412,?????,???,???,"5,574 ","1,451,766 ","155,501,907 ",107.1 
201412,?????,???,???,41 ,"793,410 ","100,816,250 ",127.1 
201412,?????,???,???,"3,970 ","2,646,007 ","132,596,542 ",50.1 
201412,?????,???,???,"1,360 ","47,085,450 ","6,698,837,382 ",142.3 
201412,?????,???,? ?,"1,875 ","3,931,088 ","298,369,358 ",75.9 
201412,?????,???,???,"7,094 ","23,575,111 ","3,099,100,250 ",131.5 
201412,?????,???,???,"26,839 ","8,851,455 ","1,136,860,334 ",128.4 
201412,?????,???,??,"46,753 ","88,334,287 ","11,622,082,023 ",131.6 
201412,?????,??,???,"5,841 ","1,117,402 ","112,284,518 ",100.5 
201412,?????,??,???,95 ,"6,771,622 ","733,855,695 ",108.4 
201412,?????,??,???,21 ,"63,463 ","2,858,156 ",45 
201412,?????,??,???,761 ,"44,187,421 ","4,957,932,121 ",112.2 
201412,?????,??,? ?,"1,363 ","2,413,703 ","185,174,084 ",76.7 
201412,?????,??,???,"11,825 ","31,602,341 ","4,362,610,833 ",138 
201412,?????,??,???,"82,731 ","32,336,325 ","4,204,833,544 ",130 
201412,?????,??,??,"102,637 ","118,492,277 ","14,559,548,951 ",122.9 
201412,?????,??,???,"3,579 ","590,381 ","58,547,513 ",99.2 
201412,?????,??,???,31 ,"630,524 ","75,712,499 ",120.1 
201412,?????,??,???,6 ,"7,925 ","452,946 ",57.2 
201412,?????,??,???,445 ,"6,799,841 ","826,963,348 ",121.6 
201412,?????,??,? ?,"1,114 ","2,320,049 ","179,739,762 ",77.5 
